iter	RMSE
0	20.8866908
1	20.80008499
2	20.71268865
3	20.62920437
4	20.54606807
5	20.46506355
6	20.38821259
7	20.31906563
8	20.24919988
9	20.17751891
10	20.10113582
11	20.03203547
12	19.96166333
13	19.90205288
14	19.83600717
15	19.7657457
16	19.69996968
17	19.63557577
18	19.56750519
19	19.50586015
20	19.43986847
21	19.37590195
22	19.31224995
23	19.24930919
24	19.19258452
25	19.13917676
26	19.07663614
27	19.01414503
28	18.95862678
29	18.90101149
30	18.84705909
31	18.79432121
32	18.74971748
33	18.69999411
34	18.64804398
35	18.5988888
36	18.54643256
37	18.49281562
38	18.43969707
39	18.39397052
40	18.3469143
41	18.29522184
42	18.25380132
43	18.20395348
44	18.16136885
45	18.11196775
46	18.07043863
47	18.02724786
48	17.98280972
49	17.93835708
50	17.8948205
51	17.84668387
52	17.80203986
53	17.77297137
54	17.73281733
55	17.69668967
56	17.65477484
57	17.61241718
58	17.57442582
59	17.53874062
60	17.49860064
61	17.46300208
62	17.42695898
63	17.38816952
64	17.35302811
65	17.31721138
66	17.28269987
67	17.24611624
68	17.2242462
69	17.1885865
70	17.15674113
71	17.12310053
72	17.0886611
73	17.05885313
74	17.02908181
75	17.00030777
76	16.96774953
77	16.935075
78	16.90290823
79	16.86964163
80	16.8445254
81	16.81459332
82	16.79029198
83	16.75956973
84	16.73209876
85	16.71078548
86	16.68582735
87	16.65876493
88	16.63213748
89	16.60580541
90	16.57876553
91	16.55149005
92	16.52598106
93	16.5016272
94	16.47825737
95	16.45572355
96	16.43943899
97	16.42166967
98	16.39832874
99	16.37262272
100	16.3529733
101	16.33017795
102	16.30725457
103	16.28312144
104	16.25897483
105	16.23617225
106	16.22171344
107	16.20136718
108	16.17865756
109	16.15763386
110	16.13909055
111	16.12032731
112	16.10213707
113	16.08500747
114	16.06627352
115	16.04650308
116	16.03013181
117	16.0138338
118	15.99463261
119	15.9769034
120	15.96056888
121	15.94341951
122	15.92934426
123	15.91269901
124	15.90365304
125	15.89007194
126	15.875366
127	15.86571881
128	15.84983055
129	15.83799594
130	15.82236931
131	15.80780706
132	15.79369738
133	15.77621119
134	15.76244449
135	15.74978408
136	15.73546109
137	15.72045699
138	15.70664506
139	15.69305611
140	15.67764185
141	15.66866468
142	15.65653672
143	15.64712052
144	15.63099561
145	15.62070908
146	15.60838751
147	15.59522665
148	15.58510125
149	15.57387892
150	15.56728725
151	15.55479142
152	15.54329323
153	15.53222064
154	15.52290205
155	15.51130504
156	15.49871966
157	15.49201036
158	15.48057682
159	15.46959313
160	15.45924706
161	15.44414024
162	15.43412087
163	15.42378219
164	15.4145635
165	15.40523423
166	15.39613448
167	15.38971556
168	15.38049268
169	15.36781961
170	15.35804539
171	15.34925664
172	15.33987484
173	15.33149369
174	15.32340739
175	15.31562926
176	15.30791564
177	15.29822731
178	15.28766244
179	15.28330584
180	15.27582036
181	15.26682204
182	15.260753
183	15.24881627
184	15.24056608
185	15.23271634
186	15.22473498
187	15.21749994
188	15.20974945
189	15.20405779
190	15.19674963
191	15.18935951
192	15.182091
193	15.17640615
194	15.17073082
195	15.15980261
196	15.15393704
197	15.14698135
198	15.14147894
199	15.13391517
200	15.12547522
201	15.11953626
202	15.11337749
203	15.10988866
204	15.10496334
205	15.10113085
206	15.09570709
207	15.08780009
208	15.0805784
209	15.07538699
210	15.07027964
211	15.06204382
212	15.05578727
213	15.05231372
214	15.04622958
215	15.03930907
216	15.03588527
217	15.03151383
218	15.02706379
219	15.02256412
220	15.01905253
221	15.01390822
222	15.01036234
223	15.00746776
224	15.00345953
225	14.99870452
226	14.9920533
227	14.98392986
228	14.98021111
229	14.97667766
230	14.97111986
231	14.96443603
232	14.96037014
